Eco,Mean,Lower,Upper,Time
331,0.006104342860806938,0.003064615985357299,0.012272378327618537,188.8
334,2.1009297961943545e-4,1.3555284593501005e-4,3.1856544751949925e-4,188.8
341,2.211086593417489e-4,1.4732887950124279e-4,3.617007290772343e-4,188.8
351,7.434188675941208e-4,4.003284271249968e-4,0.0014194407537131296,188.8
361,7.753178432303154,6.1023999997659875,9.526282727168901,188.8
431,2.6816062683748744e-4,1.7460852711069928e-4,4.514024598403795e-4,188.8
441,0.0012875055703440918,6.520496053172692e-4,0.0025341132450622853,188.8
461,0.0018699814546361596,9.572398912725583e-4,0.0036073729093501474,188.8
531,0.024045051637818084,0.012520472768608999,0.043987063611794,188.8
532,4.700951116103082e-4,2.765547627053876e-4,8.765560472531371e-4,188.8
533,1.037528830808714e-4,0,1.2941994650222415e-4,188.8
631,0.01962529414795164,0.010592326773201245,0.038282885071619505,188.8
632,7.976887110702163e-4,4.448446992504441e-4,0.0015420458095747192,188.8
636,0.0011389195620224936,5.518864593471457e-4,0.0023040594867858874,188.8
115,4.703288162095092,3.486950294327766,6.253428041983058,193
261,0.011321974176093645,0.004052044863089516,0.0294020201855261,193
311,0.19601616945592903,0.09819111033580526,0.3548027647262033,193
314,1.1482040442654011e-4,0,1.6615142007256182e-4,193
315,1.4723186858490487e-4,0,2.9314823587300984e-4,193
322,0.09841365194804791,0.04604641544797806,0.20187601277125017,193
324,0.08393226609022356,0.039215170825508586,0.17312625063413678,193
325,0.0032298857147800833,0.0011200541674488214,0.009093441156635162,193
331,0.005758272623190754,0.0020291604764838215,0.015576134134849626,193
334,2.0008581036563583e-4,1.1476752859732869e-4,4.102603902318766e-4,193
341,2.2924771788619333e-4,1.2473865078172947e-4,4.999950399912722e-4,193
351,0.002309145726314626,8.144253839296571e-4,0.006587435232444366,193
361,8.378869034580454,6.575398551847408,10.15229200266867,193
441,3.4058055460462535e-4,1.6454640829732835e-4,8.100903117203226e-4,193
461,0.0023400961771888823,8.451795882316506e-4,0.006665621853116481,193
531,0.02455758139204792,0.009718323865593431,0.05932717055006108,193
532,8.545316985093728e-4,3.298767077221195e-4,0.002217620462093753,193
533,1.1376288784231186e-4,0,1.694891064159437e-4,193
631,0.006543604481748787,0.0022787538612165665,0.016836577841290244,193
632,1.1376288784231186e-4,0,1.6155426246085045e-4,193
636,0.0012681780589381083,4.736913172836371e-4,0.0037831282178378547,193
115,3.5738901655841353,2.6150647962180678,4.757269469330341,196.7
261,0.006238152510565672,0.002029634311154247,0.016908921933949328,196.7
311,0.02027955866208094,0.007461949475352824,0.04728479792925869,196.7
314,1.8030292796331074e-4,1.1168645879502553e-4,3.574553933992171e-4,196.7
315,0.016767976910310456,0.006457033129098872,0.04290840655202721,196.7
322,0.00589347245308788,0.002122007932927243,0.015275168419874923,196.7
324,0.009057986505701866,0.0031822295628540767,0.02456402044508397,196.7
325,0.00933536178345399,0.003486023131273392,0.025344806722619823,196.7
331,0.01608268056643479,0.005770145137723734,0.041606655963133996,196.7
341,3.704236975456403e-4,1.7896245444043934e-4,8.678841759645176e-4,196.7
351,0.004816346107308557,0.0017994693275680952,0.012229537821441325,196.7
361,10.67093360891683,8.72258273049325,12.567897945605779,196.7
431,1.1587792101076836e-4,0,1.7909011858547463e-4,196.7
441,7.845998513728006e-4,2.9084039071788437e-4,0.0020810788541117324,196.7
451,1.1587792101076836e-4,0,1.758213203739851e-4,196.7
461,0.005830769606836974,0.0019694967956121606,0.015543525382479426,196.7
531,0.018471155649526047,0.007147647036835246,0.04203791091344824,196.7
532,0.0011865860392667018,4.5919547852972e-4,0.0032734780062436226,196.7
533,1.5849011165506893e-4,0,3.190073473576605e-4,196.7
535,1.1376288784231186e-4,0,1.723868886050924e-4,196.7
536,1.1168645879502553e-4,0,1.6772756746311814e-4,196.7
631,0.008065803496322823,0.002804536267728032,0.02101305200383074,196.7
632,1.342769257777786e-4,0,2.3853670244676885e-4,196.7
636,6.829630516654129e-4,2.983114920266227e-4,0.0019171442350390125,196.7
115,11.352649956317478,9.304647756610878,13.421064301514814,199.8
261,0.037710926612478615,0.015354973523258325,0.08422259279084988,199.8
311,6.077290241359036e-4,2.600746534615688e-4,0.0014897743478634014,199.8
315,0.0014617877369421813,6.222037416784376e-4,0.003930980068807506,199.8
322,0.14472155915322893,0.07024107068193551,0.28332716679625786,199.8
324,0.11732950286393726,0.05188572285301048,0.239126636021458,199.8
325,0.0765922978438771,0.03365674834470095,0.1644352091660914,199.8
331,0.015098188180908833,0.005374692037522609,0.03578451499701681,199.8
341,4.0729135555950203e-4,1.9067295703283435e-4,9.789871641335392e-4,199.8
351,0.009873628470280579,0.0034998893562979577,0.026206580144804457,199.8
352,2.6730968006676524e-4,1.3556051419478303e-4,6.553121392927587e-4,199.8
361,4.862148790554138,3.6670984782799394,6.3818818575099545,199.8
422,1.5570522882686383e-4,0,2.939338956052094e-4,199.8
431,1.5559730998846247e-4,0,3.028584960837582e-4,199.8
441,0.0013710724176676631,4.5389456822979984e-4,0.003778752921164079,199.8
461,0.01201394177362963,0.004395587694345298,0.029255504142275277,199.8
525,1.4996914338002583e-4,0,2.797673031370969e-4,199.8
531,0.06037899046603838,0.025583217707770396,0.1342149957626969,199.8
532,3.8879941434093006e-4,1.7712862625556523e-4,0.0010307372745434432,199.8
533,2.3834613579870237e-4,1.2584021856607442e-4,5.392683565492483e-4,199.8
631,0.023269877941182023,0.007567217965793221,0.052208405032578814,199.8
632,1.8030292796331074e-4,1.1267276259248655e-4,3.433734022934012e-4,199.8
636,7.018122544329693e-4,2.7501454421083836e-4,0.0016440442475574356,199.8
115,2.5893553629950277,1.8188915269616306,3.6322885382455787,204.9
261,1.936630964645303,1.338599227299302,2.7865886018710975,204.9
315,0.7092604054646113,0.4719792580107355,1.0767724021291838,204.9
321,1.8255378520610664e-4,1.2022668390284691e-4,3.159715651211301e-4,204.9
322,0.05338107701355607,0.02458384771713648,0.10897350219015342,204.9
324,0.17330743483525057,0.09047486574891155,0.31292361242014133,204.9
325,0.08545892804630709,0.043475631917779596,0.17002074135767697,204.9
331,0.007797161286897832,0.0034274079847119504,0.019861558522733497,204.9
341,1.2246188932889517e-4,0,1.8030292796331074e-4,204.9
351,0.0030460386325247293,0.0012662762116158947,0.008743776616905825,204.9
352,2.2218406776313692e-4,1.3299022613402344e-4,4.066826042256885e-4,204.9
361,11.717433103971448,9.458626923156261,14.023650261094703,204.9
422,1.0964792925671101e-4,0,1.4474506100910426e-4,204.9
441,9.79692113402169e-4,4.4431714028924583e-4,0.002279495967944042,204.9
451,0.0013985997737632286,5.587854424878125e-4,0.0034274718399280807,204.9
461,0.12508478963088415,0.06611573293008209,0.2224548593104851,204.9
531,0.9662773526756134,0.5995538458695433,1.3464766117868354,204.9
532,4.1886890123402933e-4,2.130962920997719e-4,9.464701433243609e-4,204.9
533,4.5642494609622684e-4,2.2752350866172918e-4,9.697897665996876e-4,204.9
541,1.2022668390284691e-4,0,1.7390768277186446e-4,204.9
631,0.09772068971310284,0.04875865343995523,0.17632692431619995,204.9
632,1.474361020929847e-4,1.037528830808714e-4,2.4081028421242754e-4,204.9
636,3.6018134999157554e-4,1.742516720751845e-4,7.523188805665781e-4,204.9
115,6.025015870347017,4.4973708998122195,8.018406081100562,210.3
261,9.434338786602915,7.377028232993963,12.105411324707699,210.3
315,1.5533691463830992,0.9493636749211345,2.466776974780907,210.3
321,1.5275730847067845e-4,0,3.930198571826389e-4,210.3
322,0.41634166032394104,0.17054072048131746,0.915948901858668,210.3
324,0.9586293847489598,0.47037797346810556,1.6602467404886054,210.3
325,0.26545470681423877,0.10573149953937808,0.6303816834794067,210.3
331,0.36465880176059895,0.12324562809015607,0.7661861057789857,210.3
351,2.0737764245116947,1.3567019450408178,3.089283419884162,210.3
352,0.059417665317372595,0.010075638167322133,0.20124893555412768,210.3
361,25.05862775517388,20.01000899835706,29.98015584524431,210.3
441,7.39820950087502e-4,1.689743768825621e-4,0.0037121724106846,210.3
451,3.4881463732601556e-4,0,0.0015284484203064849,210.3
461,0.09947550160366586,0.027401611397623662,0.30211029105043324,210.3
531,1.9815744855647082,1.235412337445004,3.0289883571545366,210.3
532,1.5559730998846247e-4,0,4.744783934238781e-4,210.3
533,3.4010909759080236e-4,0,0.0015467279871859757,210.3
541,1.5417730922957047e-4,0,4.8165005215031415e-4,210.3
631,0.37882768034247394,0.12127611306540517,0.8375024749295226,210.3
636,0.002569849507460749,5.797579222066671e-4,0.015997842382576326,210.3
115,20.25990739476564,16.314143655990986,24.955883283575012,213.8
261,1.7649281895665636,1.0490914557808573,2.8516832139314063,213.8
315,1.1862604081047936,0.6561143404959666,1.9658097447588216,213.8
322,0.00939543832544368,0.0016036763444241884,0.04125180407832388,213.8
324,0.08757630136493447,0.018896475435081227,0.25442455174474304,213.8
325,0.0028846327140926286,4.717542180146903e-4,0.012526168159687781,213.8
331,0.013934352559590947,0.002487339344588564,0.06774594686465846,213.8
351,0.5471015195487205,0.24226805327936798,1.0777037913209233,213.8
352,5.432281338563572e-4,1.4582102906977385e-4,0.003016260144773299,213.8
361,5.294821605442337,3.692472652633132,7.655963291686226,213.8
422,1.5275730847067845e-4,0,4.7251474137039156e-4,213.8
441,2.3600331654792517e-4,0,9.348110860553254e-4,213.8
461,4.839775137232029e-4,1.3798119382981967e-4,0.0026793955904816915,213.8
531,0.14367125494506286,0.043948172182628316,0.36570283434801076,213.8
532,7.392472851784104e-4,1.6749522552638515e-4,0.003984583483828553,213.8
533,3.58686616056238e-4,0,0.0017292571430337698,213.8
631,3.590808094468811e-4,0,0.001574705330644682,213.8
636,0.0038374584774685814,5.099113227195605e-4,0.01681089885188003,213.8
115,10.210453212807854,7.6588337351337294,12.846125072140941,218.6
261,6.976140815900012,4.968163764108622,8.990551847247431,218.6
311,1.5849011165506893e-4,0,3.5625980461228223e-4,218.6
315,0.9019949651358805,0.5177017046785585,1.436557312998376,218.6
322,0.011643906573301168,0.002941498168756163,0.03831719024906684,218.6
324,0.3568249147411111,0.15794550483239,0.6741703102097,218.6
325,0.1264245671875544,0.04278587744951019,0.28459839909861956,218.6
331,0.21362525451185058,0.08093633827854639,0.41799354565189867,218.6
351,1.3690276850034302,0.8123972811329597,2.062801366023754,218.6
352,0.0018192270675482839,5.286147762045789e-4,0.006103916758116694,218.6
361,14.901336161163522,11.755272803501846,18.230756515841335,218.6
431,1.2473865078172947e-4,0,2.305467851804333e-4,218.6
441,8.660002637790236e-4,2.713098222608313e-4,0.003130994451100308,218.6
451,1.4099268040979323,0.9155544565403767,2.003842593371719,218.6
461,7.592135844916357e-4,2.3783711901256648e-4,0.002735650962549443,218.6
531,0.550448123497702,0.25912397473995596,0.9954813893330943,218.6
532,6.191002349884207e-4,2.051103385962821e-4,0.0019811342915377365,218.6
533,1.61548664015539e-4,0,3.614652085260785e-4,218.6
542,1.2473865078172947e-4,0,2.3198633359401612e-4,218.6
631,0.005811882921202558,0.001470641174879032,0.01880889434448603,218.6
632,1.2705774085403464e-4,0,2.3577931830820535e-4,218.6
636,8.721982439253723e-4,2.782436201841737e-4,0.0035008981162521734,218.6
115,12.04140430383969,9.466618830424501,15.213287764393497,224.8
261,0.051546144611702725,0.019250575656375644,0.1283010657958358,224.8
315,0.6314466839908527,0.3693771939032757,1.0142950569479763,224.8
322,5.528791136127868e-4,2.110687374911478e-4,0.001710079825607754,224.8
324,0.003624169298858128,0.0010753863930071468,0.0126731717622804,224.8
325,0.002471428144439014,6.971670335263671e-4,0.008701420243870635,224.8
331,2.668626308993876e-4,1.3299022613402344e-4,6.072113255047738e-4,224.8
351,3.221772910886353e-4,1.367733475649264e-4,8.855888379148973e-4,224.8
352,1.2022668390284691e-4,0,2.0180014770892877e-4,224.8
361,7.475405497138791,5.390204413522947,9.7218752237942,224.8
441,1.9081172445370486e-4,1.0859723532180077e-4,3.8431495481326786e-4,224.8
451,1.7713476483491978e-4,0,3.8331311414565444e-4,224.8
461,2.261579651054179e-4,1.1267276259248655e-4,5.449623562554949e-4,224.8
531,0.191642852159796,0.0840297743559818,0.37196112614632915,224.8
532,4.563712921578933e-4,1.7701199324782836e-4,0.0013213628141214042,224.8
533,1.2022668390284691e-4,0,2.0055902636916483e-4,224.8
631,2.5949116362974673e-4,1.1803227601245658e-4,7.202688297016729e-4,224.8
636,1.8030292796331074e-4,0,4.0949748039318366e-4,224.8
115,28.983189146542557,23.46654040179604,34.71506226723158,229.8
261,7.14717500176044,5.430143802584569,9.38390097999468,229.8
311,2.709616444224292e-4,0,0.001017999654189258,229.8
315,3.334096669258858,2.293606694147623,4.605930721288374,229.8
321,0.00812953544023898,0.0013774841830604268,0.05443008529125176,229.8
322,3.222729392833119,2.171708523055686,4.64148388496692,229.8
324,3.7782794249670593,2.588810605468826,5.267517882666144,229.8
325,0.02889433958253574,0.003581634408861213,0.15193310923621944,229.8
331,1.3938574558199222,0.7291265979013082,2.2333237282370226,229.8
336,2.56216363784137e-4,0,0.001710043285809171,229.8
351,0.2760293247938739,0.06831566359084582,0.7366091058048423,229.8
352,0.0023178891507689946,3.202469913254689e-4,0.017964676647432093,229.8
361,30.563798006943713,25.40759146749791,35.88083904432341,229.8
422,7.541042206942383e-4,1.6286234354649518e-4,0.004125262249390157,229.8
441,0.01580089894333879,0.0020516059998582853,0.07492579401819746,229.8
451,0.1615175739148907,0.03448293592594022,0.46342049829863197,229.8
461,0.37351659064062026,0.09641965907338122,0.9063588581556541,229.8
531,3.3372219959114906,2.353723265269933,4.709780645475034,229.8
532,0.009305106256502976,0.0012272595004647617,0.04925074885012712,229.8
533,0.020069878707040918,0.0028947342436312605,0.09944223202954061,229.8
631,0.03806925922445459,0.0051969996210356265,0.1568846503410308,229.8
632,1.6749522552638515e-4,0,5.844450189249509e-4,229.8
636,0.03954209420819972,0.005581898831762933,0.1545266592390152,229.8
115,12.973332888469116,10.342702189270149,16.11396167995067,233.3
261,3.0545419179757616,2.213679128414408,3.9980255286241615,233.3
311,1.2473865078172947e-4,0,2.3351789011743108e-4,233.3
312,1.2246188932889517e-4,0,2.3351789011743108e-4,233.3
315,0.15993321997843404,0.05534433835841743,0.3365375087745749,233.3
321,4.5624223052871335e-4,1.6297069160359744e-4,0.0013462884269702532,233.3
322,0.12051141321534582,0.03667829903202759,0.29275443897799114,233.3
324,11.22721856039718,8.882173491804732,14.320394360568692,233.3
325,3.0063622288518843,2.112712100042818,4.142055361906882,233.3
326,1.2246188932889517e-4,0,2.3836288450279134e-4,233.3
331,2.243827167617348,1.5704522181556446,3.2133845737364384,233.3
336,1.9852247482492034e-4,0,4.7344866371068375e-4,233.3
351,0.1226408195869021,0.04770254660448332,0.29742707125768686,233.3
352,5.620544551293312e-4,1.9810310934860435e-4,0.0017631108857935718,233.3
361,9.211407799553019,6.893312629477766,11.944334641563884,233.3
422,0.004256095029292126,0.0010985992566918965,0.016884436305694923,233.3
441,0.017116121602843717,0.00413509034755336,0.049277708224229985,233.3
451,0.0036040582879296266,8.86109058562846e-4,0.011623748631404689,233.3
452,1.5286325754710332e-4,0,3.4289774976640087e-4,233.3
461,0.07050221501370277,0.02423458529076692,0.19885709964316983,233.3
531,0.5187550146846067,0.2592863075096635,0.9356141658162793,233.3
532,0.008172151708196441,0.002000665003290689,0.02973356246199907,233.3
533,0.03036106199316863,0.009082814473916647,0.09700523162725547,233.3
631,3.756387182184259e-4,1.6166063292176794e-4,0.0012270748102083187,233.3
636,0.004386691518350753,0.001155223274225542,0.014324058758837506,233.3
111,1.367733475649264e-4,0,2.519062210253534e-4,238.5
115,19.017547477668924,14.960782641590173,23.927638895709805,238.5
261,0.3216489672425391,0.16256207906717673,0.5582130006486399,238.5
315,2.92471090032585,2.0727075452412933,3.996352736310983,238.5
322,0.15761684351845665,0.0784935950929288,0.30869317756690273,238.5
324,0.9066368447771853,0.5635341235071114,1.4115193148255254,238.5
325,0.022916841046151843,0.008403169119322517,0.06204851123008204,238.5
331,0.011575379285489717,0.0038815676394702067,0.03230452193661115,238.5
351,0.04320754673574574,0.01507566070611976,0.10626877347763501,238.5
352,4.526470506317822e-4,2.0000951301496603e-4,0.0012258462365831314,238.5
361,13.695610087293929,11.130325929112693,16.06627991278438,238.5
431,1.4190629138483184e-4,0,2.6585028907088223e-4,238.5
441,7.642520761151609e-4,2.7864561678283927e-4,0.0023091279346775413,238.5
451,1.367733475649264e-4,0,2.530533054417686e-4,238.5
461,0.5153189457787677,0.2908609663264946,0.8488379629602991,238.5
531,1.0185760056594697,0.6177815142672773,1.5034556687799512,238.5
532,8.030750276800047e-4,2.7381771301778363e-4,0.002276186098695525,238.5
533,1.9462882461218428e-4,1.1061623078741041e-4,4.627618641585169e-4,238.5
631,0.001340343057530037,4.90230714815966e-4,0.004287231781434536,238.5
636,3.34132605715071e-4,1.5881453591737966e-4,7.767376425927388e-4,238.5
111,1.2832696810524116e-4,0,1.9826121520195004e-4,242.9
115,26.35812285885614,22.57194618158759,30.08807027849047,242.9
261,0.459004678292694,0.2663817546555781,0.7646732600358332,242.9
312,1.1168645879502553e-4,0,1.5153174455630924e-4,242.9
314,1.0964792925671101e-4,0,1.514329300526184e-4,242.9
315,0.160745146925666,0.08067634790107217,0.3105345634574326,242.9
321,1.1168645879502553e-4,0,1.5849011165506893e-4,242.9
322,0.017701070103368983,0.007278528278983851,0.04126716978858988,242.9
324,1.4488471378793346,1.0241554113524813,2.046802033340013,242.9
325,0.012471358906538627,0.0049456470680666244,0.029497640770570835,242.9
331,0.4493898388317765,0.2518911169507543,0.7034846139238753,242.9
351,0.19373243754786645,0.09465107818139182,0.3612124351826471,242.9
352,8.053678775293975e-4,3.749692621800935e-4,0.00206653456617415,242.9
361,10.080286574081708,7.888620266606656,12.647337388653593,242.9
422,2.077378530724423e-4,1.2482084094158673e-4,3.962427205696866e-4,242.9
431,1.2473865078172947e-4,0,1.9831667017549136e-4,242.9
441,5.278463335839322e-4,2.4509814252579717e-4,0.0013128716438772798,242.9
451,1.1168645879502553e-4,0,1.603507896280897e-4,242.9
461,0.006135742216418642,0.0023965247044958875,0.017165670609021293,242.9
531,0.28975129588739446,0.15695508502814942,0.4919721718371187,242.9
532,0.0018309185221483167,7.146827643848322e-4,0.004716470325209587,242.9
533,5.618281910087293e-4,2.317110868296722e-4,0.001278318225204255,242.9
631,5.874446163410227e-4,2.522402686103794e-4,0.0014282152416327625,242.9
636,6.108636827033404e-4,2.615138000611349e-4,0.00147087581694879,242.9
111,2.0554481054735948e-4,1.1376288784231186e-4,4.985866243398385e-4,244.5
115,12.453476799903312,10.679860286380595,14.292691890198752,244.5
261,1.7084588992466446e-4,0,3.809814274502114e-4,244.5
315,5.506995256852594e-4,2.2399082155898965e-4,0.0015656429416986456,244.5
322,0.06580430538291504,0.023366993771232462,0.15861795150920532,244.5
324,0.0010145443979859543,3.882473810330521e-4,0.0031594019558787026,244.5
325,2.0640136551708675e-4,1.1587792101076836e-4,4.5421807386121873e-4,244.5
331,3.4609236754123914e-4,1.4325470695636123e-4,7.816609552397703e-4,244.5
351,1.9824728426453644e-4,5.113213855106672e-5,4.563579405519367e-4,244.5
361,0.27467972527515483,0.13148946958133118,0.5230395605916541,244.5
461,2.9330281621946686e-4,1.432628109124165e-4,7.281216700174228e-4,244.5
531,4.573215378992787e-4,1.808034913275874e-4,0.0011928932149219327,244.5
532,1.6842652882871173e-4,0,3.57185318820937e-4,244.5
631,1.4190629138483184e-4,0,2.825175710252974e-4,244.5
636,1.1803227601245658e-4,0,1.9625627793859227e-4,244.5
111,0.002132812912004748,5.66580550607504e-4,0.007625940741371049,246.2
115,12.964892576308776,9.753047486940478,15.895465452869843,246.2
261,0.06996286623745553,0.02044281450320591,0.18661320996325653,246.2
315,1.8450958033878129,1.240110651511603,2.6601262832807366,246.2
321,2.1797752350567127e-4,0,6.894610718865268e-4,246.2
322,2.161455918388413,1.4892634600236971,3.092136252060301,246.2
324,1.058182449853508,0.6163907582430515,1.7454750480570336,246.2
325,0.019696896059766225,0.004591390063476135,0.06776011767536835,246.2
331,0.6289449282947014,0.2904480657872224,1.0674333336268476,246.2
336,1.6772756746311814e-4,0,4.2461734982462594e-4,246.2
351,1.3020384312984945,0.7947543941790094,1.9561194277000469,246.2
352,2.8695315255759536e-4,1.2022668390284691e-4,9.929518795895671e-4,246.2
361,16.17643536690761,12.99922306373221,19.625618718527477,246.2
422,1.2941994650222415e-4,0,2.4768765042845325e-4,246.2
441,0.00847741664971327,0.00241533975076133,0.03502781432333936,246.2
461,0.3201209204375252,0.12911794023660356,0.6579304700695412,246.2
531,2.2443765805239346,1.4189054986484857,3.141320516674937,246.2
532,0.0020705481714930135,5.313192386391754e-4,0.008502493427693714,246.2
533,0.0022937696266961717,5.493463142437281e-4,0.009660365946177314,246.2
631,0.011660131028288358,0.0026791678510536664,0.03845497952564585,246.2
632,1.2941994650222415e-4,0,2.4132112978316744e-4,246.2
636,0.09427029772670706,0.02842832978919561,0.23835687295963084,246.2
111,1.1168645879502553e-4,0,1.502865414441329e-4,247.2
115,9.647435527328568,7.285477908716281,12.595268489570364,247.2
261,0.011192879429513912,0.0047745272939831475,0.02799103928626581,247.2
315,0.002987999523446164,0.0010965935195593815,0.007459456639366573,247.2
321,1.2473865078172947e-4,0,2.0137395534596743e-4,247.2
322,0.09714429579189002,0.0445028719542607,0.1883432429472553,247.2
324,0.13819181121510932,0.0709360647392198,0.27329658521267786,247.2
331,0.010407353604654227,0.0038460639088614447,0.02458909285441594,247.2
336,0.005488386112363245,0.0019426122309233235,0.014330625972427496,247.2
351,2.1853532291960063,1.561314401091868,2.9352248456793104,247.2
361,0.4311878101640668,0.2607818194677648,0.7202645323088075,247.2
441,5.344230669395949e-4,2.3424961860051422e-4,0.0011983645743387835,247.2
461,0.4119951661414868,0.24560348296716106,0.6799307869499223,247.2
531,0.4728375681370704,0.2824081479611703,0.7783372891028011,247.2
532,0.004318413034557569,0.0015982216863767605,0.011121222760106091,247.2
533,3.1551169938441874e-4,1.6476355550685233e-4,6.868761256638343e-4,247.2
631,4.5973164409892427e-4,2.2048603980451715e-4,0.0010707912419591927,247.2
636,1.2246188932889517e-4,0,1.8390980451596183e-4,247.2
115,25.093088222348015,22.135519570916543,27.914846607308533,249.1
261,1.5028133346651286e-4,1.0964792925671101e-4,2.4263490707368765e-4,249.1
311,1.2705774085403464e-4,0,1.723868886050924e-4,249.1
315,0.45409160654040814,0.2588163192022588,0.7170798974969455,249.1
321,1.0568181432726524e-4,0,1.3931618180680697e-4,249.1
322,3.687054236431846e-4,2.0329894189947403e-4,7.33491988370286e-4,249.1
324,0.022890673601122458,0.011920212516456278,0.049451469355529715,249.1
325,0.001869599358947661,8.786139438885694e-4,0.0040131691963223,249.1
331,0.0035430457972086696,0.0015858272404096901,0.007544355788262234,249.1
336,4.4420486959216164e-4,2.3850318180553256e-4,9.333706854492223e-4,249.1
351,0.29518018079488123,0.17587425104403082,0.47676536537678904,249.1
361,0.15092576315260361,0.08233139366552522,0.25959007039133675,249.1
422,1.1587792101076836e-4,0,1.6443806024022607e-4,249.1
441,5.32880709793304e-4,2.726471446182398e-4,0.0010870931737647113,249.1
461,0.044165857126728665,0.02218111195260382,0.08787553074545129,249.1
525,2.7152557361381666e-4,1.6131538723301858e-4,5.447745419046123e-4,249.1
531,0.2172639655779594,0.12333742974070877,0.3728793395373691,249.1
532,0.03180809448399588,0.015441923875048186,0.0666395125540325,249.1
533,1.1587792101076836e-4,0,1.6143669510931005e-4,249.1
631,1.1587792101076836e-4,0,1.6443806024022607e-4,249.1
